Unnamed: 0,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
25843.0,32.0,Private,324386.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
40969.0,19.0,,196857.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
46106.0,25.0,Private,230292.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
8526.0,51.0,Private,158746.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,60.0,United-States,>50K
22528.0,18.0,Private,401051.0,10th,6.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
29690.0,20.0,Private,39615.0,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
17614.0,57.0,Private,265099.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
31947.0,38.0,Private,40955.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,40.0,England,>50K
40820.0,18.0,Private,120029.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
3299.0,40.0,Self-emp-inc,266047.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,65.0,United-States,>50K
17657.0,44.0,Self-emp-not-inc,230684.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
30619.0,20.0,Private,50397.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,Black,Male,,0.0,20.0,United-States,<=50K
36086.0,34.0,Private,430554.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
19399.0,19.0,Private,130431.0,5th-6th,3.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,36.0,Mexico,<=50K
46901.0,63.0,Private,181929.0,HS-grad,9.0,Widowed,Exec-managerial,Unmarried,White,Male,0.0,0.0,50.0,United-States,>50K
494.0,36.0,State-gov,291676.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
25871.0,47.0,Private,159550.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
6610.0,56.0,Private,250517.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
30479.0,61.0,Private,273803.0,HS-grad,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
41400.0,37.0,Self-emp-inc,51264.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
,20.0,Private,123007.0,HS-grad,9.0,Never-married,Adm-clerical,Other-relative,White,Male,0.0,2001.0,30.0,United-States,<=50K
25629.0,45.0,Private,205100.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,60.0,United-States,>50K
13973.0,29.0,Private,173789.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28058.0,55.0,State-gov,200497.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
41870.0,46.0,Private,128460.0,10th,6.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
34654.0,31.0,Private,265706.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
41974.0,49.0,Private,175070.0,Some-college,10.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
20030.0,56.0,Private,318450.0,Masters,14.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,80.0,United-States,>50K
6207.0,45.0,State-gov,142167.0,Masters,14.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,?,<=50K
23853.0,63.0,Private,118798.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,99999.0,0.0,40.0,United-States,>50K
10863.0,41.0,Private,409902.0,10th,6.0,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,33.0,United-States,<=50K
40784.0,38.0,Private,31964.0,9th,5.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,,40.0,United-States,<=50K
37403.0,28.0,Private,71733.0,Some-college,10.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,15.0,United-States,<=50K
12591.0,51.0,Private,345459.0,Some-college,10.0,Never-married,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
26326.0,20.0,Private,56322.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,2176.0,0.0,25.0,United-States,<=50K
,38.0,Local-gov,329980.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,1876.0,40.0,Canada,<=50K
39776.0,56.0,Private,170324.0,5th-6th,3.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,Trinadad&Tobago,<=50K
5418.0,48.0,Private,103648.0,Assoc-voc,11.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,41.0,United-States,<=50K
35653.0,32.0,Self-emp-not-inc,182691.0,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Male,0.0,0.0,60.0,United-States,<=50K
18698.0,24.0,Private,127139.0,Some-college,10.0,,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
37104.0,34.0,Federal-gov,199934.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K
12270.0,43.0,Local-gov,225165.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
9033.0,52.0,Private,172962.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
33342.0,38.0,Private,,Assoc-voc,11.0,Never-married,Tech-support,Not-in-family,White,Female,2354.0,0.0,40.0,United-States,<=50K
2879.0,70.0,Private,227515.0,10th,6.0,Widowed,Transport-moving,Unmarried,White,Female,0.0,0.0,40.0,Greece,<=50K
48546.0,37.0,Local-gov,180342.0,Bachelors,13.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
26309.0,35.0,Private,255191.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
38556.0,50.0,Self-emp-not-inc,401118.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,99999.0,0.0,50.0,United-States,>50K
35685.0,50.0,Private,234037.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,58.0,United-States,<=50K
28902.0,62.0,Private,197286.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,,0.0,48.0,Germany,<=50K
46297.0,31.0,State-gov,440129.0,Some-college,10.0,Divorced,Protective-serv,Not-in-family,,Male,0.0,0.0,40.0,United-States,>50K
31981.0,36.0,Private,369843.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
2699.0,58.0,Local-gov,185072.0,Bachelors,13.0,Separated,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,Jamaica,>50K
31496.0,24.0,Private,187115.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
17591.0,45.0,Federal-gov,283037.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
35926.0,43.0,Private,174051.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
32012.0,41.0,Self-emp-inc,223671.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,55.0,United-States,>50K
,51.0,Private,189511.0,Assoc-voc,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,Germany,>50K
9420.0,22.0,State-gov,214731.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,15.0,United-States,<=50K
23318.0,23.0,Private,107190.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,Black,Male,0.0,0.0,20.0,United-States,<=50K
14658.0,25.0,Private,310545.0,Some-college,10.0,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,30.0,El-Salvador,<=50K
44087.0,32.0,Self-emp-not-inc,48014.0,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
21448.0,49.0,Local-gov,194895.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
10004.0,46.0,Private,118889.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,68.0,United-States,>50K
38369.0,31.0,Private,193215.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K
45793.0,23.0,Private,163665.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,,0.0,32.0,United-States,<=50K
2378.0,49.0,Private,91608.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
4742.0,30.0,Private,316470.0,9th,5.0,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K
148.0,55.0,Private,124771.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
1027.0,28.0,Private,192010.0,Bachelors,13.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,35.0,United-States,<=50K
1421.0,45.0,Private,282172.0,Assoc-acdm,12.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
29609.0,49.0,,141058.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,2339.0,50.0,United-States,<=50K
47452.0,28.0,Private,87239.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
38380.0,33.0,State-gov,243678.0,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
23870.0,46.0,Local-gov,202560.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,1408.0,40.0,United-States,<=50K
2255.0,45.0,?,69596.0,10th,6.0,Divorced,?,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
31282.0,44.0,Private,106900.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,44.0,United-States,>50K
26985.0,24.0,?,247734.0,Bachelors,13.0,Never-married,?,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
35586.0,37.0,Local-gov,239161.0,Some-college,10.0,Separated,Protective-serv,Own-child,Other,Male,0.0,0.0,52.0,United-States,<=50K
48258.0,39.0,Private,358753.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7688.0,0.0,40.0,United-States,>50K
15809.0,36.0,Private,210458.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,Mexico,<=50K
22416.0,32.0,Private,295117.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40.0,England,>50K
36398.0,62.0,Self-emp-not-inc,158712.0,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,6.0,United-States,<=50K
47035.0,31.0,Private,33124.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,99.0,United-States,<=50K
43447.0,46.0,Self-emp-inc,125892.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
14056.0,47.0,?,332884.0,Bachelors,13.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
14139.0,41.0,Private,163287.0,Bachelors,13.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=50K
40947.0,35.0,Self-emp-inc,175769.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65.0,United-States,>50K
26175.0,50.0,Local-gov,199995.0,Bachelors,13.0,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
45732.0,32.0,Self-emp-not-inc,62272.0,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
20224.0,49.0,Private,371299.0,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K
3903.0,19.0,Private,332928.0,11th,7.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
1869.0,48.0,Private,102202.0,HS-grad,9.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,50.0,United-States,<=50K
48376.0,27.0,Private,126060.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
48420.0,47.0,Self-emp-not-inc,242391.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,United-States,>50K
43511.0,59.0,Self-emp-not-inc,64102.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
35143.0,37.0,Self-emp-not-inc,107737.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
20336.0,50.0,Self-emp-inc,156623.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7688.0,0.0,50.0,Philippines,>50K
34483.0,36.0,Private,93225.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
16527.0,58.0,Private,236596.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
9729.0,31.0,Private,229636.0,1st-4th,2.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,2042.0,40.0,Mexico,<=50K
1109.0,60.0,Private,57371.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
18831.0,20.0,Private,,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
37157.0,46.0,Private,196858.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
21083.0,25.0,Private,290528.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
45233.0,42.0,Self-emp-not-inc,351161.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
38401.0,29.0,Private,54932.0,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,35.0,United-States,>50K
12652.0,39.0,Private,82521.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
30582.0,33.0,Private,104509.0,HS-grad,9.0,Divorced,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
2294.0,77.0,Self-emp-inc,29702.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
33702.0,41.0,Private,92775.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
41394.0,23.0,Private,69911.0,Preschool,1.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
9138.0,35.0,Private,305379.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,50.0,United-States,>50K
1633.0,21.0,Private,154235.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
38342.0,28.0,Private,210945.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,35.0,Haiti,<=50K
21527.0,30.0,Private,41493.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,Canada,<=50K
46634.0,43.0,Private,48193.0,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
13502.0,34.0,Private,287168.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
24502.0,20.0,Private,190429.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
22157.0,36.0,Self-emp-not-inc,164526.0,Masters,14.0,Never-married,Sales,Not-in-family,White,Male,10520.0,0.0,45.0,United-States,>50K
4355.0,51.0,Private,126528.0,HS-grad,9.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
1207.0,46.0,Private,165346.0,Masters,14.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,8.0,United-States,<=50K
18498.0,45.0,Private,142287.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
16748.0,38.0,Private,33983.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
5068.0,46.0,Private,151107.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,1977.0,60.0,United-States,>50K
21060.0,23.0,Private,83891.0,HS-grad,9.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
13860.0,40.0,Federal-gov,187164.0,Bachelors,13.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
15466.0,37.0,Private,258289.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
22146.0,24.0,Private,190293.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
45480.0,19.0,Private,264593.0,Some-college,10.0,Never-married,Sales,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
33668.0,29.0,Private,133696.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,8614.0,0.0,45.0,United-States,>50K
11623.0,18.0,?,457710.0,11th,7.0,Never-married,?,Own-child,White,Male,0.0,0.0,16.0,Mexico,<=50K
20894.0,77.0,?,232894.0,9th,5.0,Married-civ-spouse,?,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
5999.0,55.0,Private,132145.0,9th,5.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
2555.0,31.0,Private,193285.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
38327.0,58.0,Self-emp-inc,174864.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
20337.0,27.0,Private,35032.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
36952.0,20.0,Private,38455.0,10th,6.0,Never-married,Other-service,Not-in-family,,Male,0.0,0.0,40.0,United-States,<=50K
3024.0,32.0,?,161309.0,,15.0,Married-civ-spouse,?,Wife,White,Female,15024.0,0.0,50.0,United-States,>50K
16251.0,,?,26711.0,Assoc-voc,11.0,Married-civ-spouse,?,Husband,White,Male,2936.0,0.0,20.0,United-States,<=50K
20419.0,20.0,Self-emp-not-inc,186014.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,12.0,Germany,<=50K
30030.0,43.0,Private,138184.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,Black,Female,0.0,1762.0,35.0,United-States,<=50K
20288.0,64.0,Private,102103.0,HS-grad,9.0,Divorced,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
11661.0,38.0,Private,175665.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
6051.0,37.0,Federal-gov,254202.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,27828.0,0.0,50.0,United-States,>50K
39264.0,56.0,?,32604.0,Some-college,10.0,Never-married,?,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
7232.0,30.0,Self-emp-not-inc,112358.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,,0.0,0.0,40.0,United-States,<=50K
23473.0,44.0,Private,239876.0,Bachelors,,Divorced,Prof-specialty,Unmarried,Black,Male,0.0,0.0,40.0,United-States,<=50K
46295.0,47.0,Federal-gov,142581.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K
,49.0,State-gov,247378.0,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
11576.0,48.0,Private,99127.0,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
47689.0,27.0,Private,184078.0,Assoc-voc,11.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
39675.0,17.0,Private,166242.0,10th,6.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
35979.0,43.0,Local-gov,143046.0,Some-college,10.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,20.0,United-States,<=50K
37556.0,23.0,Private,167424.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
15271.0,50.0,Private,49340.0,Some-college,10.0,Divorced,Exec-managerial,,White,Female,0.0,0.0,40.0,United-States,<=50K
16587.0,26.0,Private,193945.0,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
15495.0,55.0,Local-gov,227386.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
32895.0,49.0,Self-emp-not-inc,51620.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
8542.0,23.0,Private,141427.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
